COMPETITION_WYID_25_26,MATCH_WYID_25_26,PLAYER_WYID_25_26,SHORTNAME_25_26,POSITION,MINUTESONFIELD25_26,TEAMNAME,SEASONNAME,COMPETITIONNAME,GOALS_PER90_25_26,ASSISTS_PER90_25_26,SHOTS_PER90_25_26,HEADSHOTS_PER90_25_26,YELLOWCARDS_PER90_25_26,REDCARDS_PER90_25_26,DIRECTREDCARDS_PER90_25_26,PENALTIES_PER90_25_26,LINKUPPLAYS_PER90_25_26,DUELS_PER90_25_26,DUELSWON_PER90_25_26,DEFENSIVEDUELS_PER90_25_26,DEFENSIVEDUELSWON_PER90_25_26,OFFENSIVEDUELS_PER90_25_26,OFFENSIVEDUELSWON_PER90_25_26,AERIALDUELS_PER90_25_26,AERIALDUELSWON_PER90_25_26,FOULS_PER90_25_26,PASSES_PER90_25_26,SUCCESSFULPASSES_PER90_25_26,SMARTPASSES_PER90_25_26,SUCCESSFULSMARTPASSES_PER90_25_26,PASSESTOFINALTHIRD_PER90_25_26,SUCCESSFULPASSESTOFINALTHIRD_PER90_25_26,CROSSES_PER90_25_26,SUCCESSFULCROSSES_PER90_25_26,FORWARDPASSES_PER90_25_26,SUCCESSFULFORWARDPASSES_PER90_25_26,BACKPASSES_PER90_25_26,SUCCESSFULBACKPASSES_PER90_25_26,THROUGHPASSES_PER90_25_26,SUCCESSFULTHROUGHPASSES_PER90_25_26,KEYPASSES_PER90_25_26,SUCCESSFULKEYPASSES_PER90_25_26,VERTICALPASSES_PER90_25_26,SUCCESSFULVERTICALPASSES_PER90_25_26,LONGPASSES_PER90_25_26,SUCCESSFULLONGPASSES_PER90_25_26,DRIBBLES_PER90_25_26,SUCCESSFULDRIBBLES_PER90_25_26,INTERCEPTIONS_PER90_25_26,DEFENSIVEACTIONS_PER90_25_26,SUCCESSFULDEFENSIVEACTIONS_PER90_25_26,ATTACKINGACTIONS_PER90_25_26,SUCCESSFULATTACKINGACTIONS_PER90_25_26,FREEKICKS_PER90_25_26,FREEKICKSONTARGET_PER90_25_26,DIRECTFREEKICKS_PER90_25_26,DIRECTFREEKICKSONTARGET_PER90_25_26,CORNERS_PER90_25_26,SUCCESSFULPENALTIES_PER90_25_26,SUCCESSFULLINKUPPLAYS_PER90_25_26,ACCELERATIONS_PER90_25_26,PRESSINGDUELS_PER90_25_26,PRESSINGDUELSWON_PER90_25_26,LOOSEBALLDUELS_PER90_25_26,LOOSEBALLDUELSWON_PER90_25_26,MISSEDBALLS_PER90_25_26,SHOTASSISTS_PER90_25_26,SHOTONTARGETASSISTS_PER90_25_26,RECOVERIES_PER90_25_26,OPPONENTHALFRECOVERIES_PER90_25_26,DANGEROUSOPPONENTHALFRECOVERIES_PER90_25_26,LOSSES_PER90_25_26,OWNHALFLOSSES_PER90_25_26,DANGEROUSOWNHALFLOSSES_PER90_25_26,XGSHOT_PER90_25_26,XGASSIST_PER90_25_26,XGSAVE_PER9O_25_26,RECEIVEDPASS_PER90_25_26,TOUCHINBOX_PER90_25_26,PROGRESSIVERUN_PER90_25_26,OFFSIDES_PER90_25_26,CLEARANCES_PER90_25_26,SECONDASSISTS_PER90_25_26,THIRDASSISTS_PER90_25_26,SHOTSBLOCKED_PER90_25_26,FOULSSUFFERED_PER90_25_26,PROGRESSIVEPASSES_PER90_25_26,COUNTERPRESSINGRECOVERIES_PER90_25_26,SLIDINGTACKLES_PER90_25_26,GOALKICKS_PER90_25_26,DRIBBLESAGAINST_PER90_25_26,DRIBBLESAGAINSTWON_PER90_25_26,GOALKICKSSHORT_PER90_25_26,GOALKICKSLONG_PER90_25_26,SHOTSONTARGET_PER90_25_26,SUCCESSFULPROGRESSIVEPASSES_PER90_25_26,SUCCESSFULSLIDINGTACKLES_PER90_25_26,SUCCESSFULGOALKICKS_PER90_25_26,FIELDAERIALDUELS_PER90_25_26,FIELDAERIALDUELSWON_PER90_25_26,GKCLEANSHEETS_PER90_25_26,GKCONCEDEDGOALS_PER90_25_26,GKSHOTSAGAINST_PER90_25_26,GKEXITS_PER9O_25_26,GKSUCCESSFULEXITS_PER90_25_26,GKAERIALDUELS_PER90_25_26,GKAERIALDUELSWON_PER90_25_26,GKSAVES_PER90_25_26,LATERALPASSES_PER90_25_26,SUCCESSFULLATERALPASSES_PER90_25_26
3134,5745097,1227887,M. Alie Dyfan,MD,34,Næstved U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.294160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.529380,15.882390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.647080,2.647080,2.647080,2.647080,0.000000,0.000000,0.000000,0.000000,2.647080,2.647080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.294160,0.000000,2.647080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.647080,0.000000,0.000000,0,0,0,15.882390,2.647080,5.294160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.647080,2.647080
3134,5745129,1100417,C. Mogensen,GK,102,Roskilde U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.764720,1.764720,0.000000,0.000000,0.000000,0.000000,0.882360,0.882360,0.000000,31.764690,30.882330,0.000000,0.000000,1.764720,0.882360,0.000000,0.000000,7.941150,7.058790,0.000000,0.000000,0.882360,0.882360,0.000000,0.000000,17.647020,17.647020,1.764720,1.764720,0.000000,0.000000,0.882360,0.882360,0.882360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.882360,0.882360,0.000000,0.000000,0.000000,6.176430,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.217647059,18.529380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.882360,0.882360,2.647080,0.000000,1.764720,0.000000,0.000000,1.764720,0.000000,0.000000,0.882360,0.000000,1.764720,0.000000,0.000000,0.000000,2.647080,5.294160,2.647080,0.000000,0.882360,0.882360,2.647080,17.647020,17.647020
3134,5745215,1233226,M. Jensen,FW,35,Næsby U19,2025/2026,U19 Division,0.000000,0.000000,12.857130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.000000,10.285740,5.142870,0.000000,25.714260,10.285740,0.000000,0.000000,0.000000,41.142870,33.428610,0.000000,0.000000,7.714260,2.571390,0.000000,0.000000,10.285740,5.142870,7.714260,7.714260,0.000000,0.000000,0.000000,0.000000,10.285740,7.714260,7.714260,2.571390,10.285740,10.285740,2.571390,7.714260,7.714260,23.142870,5.142870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.142870,0.000000,0.000000,2.571390,0.000000,2.571390,2.571390,2.571390,12.857130,2.571390,0.000000,0.7714285714,0.1542857143,0,30.857130,7.714260,5.142870,0.000000,0.000000,0.000000,0.000000,2.571390,0.000000,5.142870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.142870,5.142870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.285740,7.714260
3134,5745215,1075459,H. Waast,MD,46,Næsby U19,2025/2026,U19 Division,0.000000,1.956510,0.000000,0.000000,1.956510,0.000000,0.000000,0.000000,0.000000,29.347830,7.826130,13.695660,3.913020,5.869530,1.956510,1.956510,0.000000,5.869530,68.478300,46.956510,0.000000,0.000000,5.869530,1.956510,5.869530,0.000000,11.739150,5.869530,15.652170,13.695660,1.956510,1.956510,1.956510,1.956510,27.391320,17.608680,5.869530,1.956510,1.956510,0.000000,1.956510,15.652170,11.739150,7.826130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.826130,1.956510,0.000000,1.956510,1.956510,11.739150,3.913020,0.000000,17.608680,0.000000,0.000000,0,0.2934782609,0,58.695660,1.956510,1.956510,0.000000,0.000000,0.000000,0.000000,0.000000,1.956510,1.956510,5.869530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.956510,0.000000,0.000000,1.956510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.391320,17.608680
3134,5745110,1174716,J. Bærnholdt Lund,DF,33,Viborg U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.818160,5.454540,10.909080,2.727270,5.454540,0.000000,2.727270,0.000000,0.000000,24.545430,19.090890,0.000000,0.000000,8.181810,2.727270,0.000000,0.000000,10.909080,5.454540,2.727270,2.727270,0.000000,0.000000,2.727270,2.727270,5.454540,5.454540,2.727270,2.727270,0.000000,0.000000,8.181810,21.818160,19.090890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.727270,2.727270,0.000000,2.727270,2.727270,10.909080,5.454540,2.727270,10.909080,2.727270,0.000000,0,0.3,0,5.454540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.181810,2.727270,2.727270,0.000000,2.727270,2.727270,0.000000,0.000000,0.000000,8.181810,2.727270,0.000000,2.727270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.454540,5.454540
3134,5745103,1174716,J. Bærnholdt Lund,DF,46,Viborg U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.739150,3.913020,3.913020,0.000000,3.913020,1.956510,1.956510,0.000000,0.000000,41.086980,31.304340,0.000000,0.000000,9.782640,5.869530,0.000000,0.000000,21.521700,11.739150,3.913020,3.913020,1.956510,1.956510,0.000000,0.000000,13.695660,13.695660,3.913020,1.956510,0.000000,0.000000,3.913020,9.782640,7.826130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.956510,1.956510,0.000000,0.000000,0.000000,7.826130,5.869530,0.000000,13.695660,3.913020,0.000000,0,0,0,23.478300,0.000000,0.000000,0.000000,3.913020,0.000000,0.000000,0.000000,0.000000,5.869530,3.913020,1.956510,0.000000,1.956510,0.000000,0.000000,0.000000,0.000000,3.913020,1.956510,0.000000,1.956510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.695660,13.695660
3134,5745124,1232050,N. Dørup,,96,SfB-Oure FA U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.437500,1.874970,6.562530,0.937530,0.937530,0.937530,0.937530,0.000000,0.937530,44.062470,33.750000,0.937530,0.000000,3.750030,2.812500,0.000000,0.000000,19.687500,14.062500,1.874970,1.874970,1.874970,0.000000,0.000000,0.000000,15.000030,14.062500,9.375030,5.625000,0.000000,0.000000,15.937470,22.500000,18.749970,0.937530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.874970,0.000000,0.000000,16.875000,2.812500,0.000000,12.187530,7.499970,0.937530,0,0,0,25.312500,0.000000,0.937530,0.000000,0.937530,0.000000,0.000000,3.750030,0.937530,14.062500,7.499970,0.000000,2.812500,2.812500,0.937530,2.812500,0.000000,0.000000,7.499970,0.000000,2.812500,0.937530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000030,14.062500
3134,5745103,849682,A. Kjærgaard,DF,94,Kolding IF U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.276590,4.787190,9.574470,2.872350,4.787190,0.957420,0.957420,0.957420,0.000000,17.234010,13.404240,0.000000,0.000000,3.829770,2.872350,0.000000,0.000000,4.787190,3.829770,5.744700,3.829770,0.000000,0.000000,0.000000,0.000000,5.744700,5.744700,1.914930,1.914930,0.000000,0.000000,0.957420,10.531890,8.617050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.957420,0.000000,0.957420,0.000000,0.000000,0.000000,0.000000,3.829770,2.872350,0.000000,5.744700,1.914930,0.000000,0,0,0,11.489400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.957420,7.659540,0.957420,0.000000,0.000000,1.914930,0.000000,0.000000,0.000000,0.000000,4.787190,0.000000,0.000000,0.957420,0.957420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.744700,5.744700
3134,5745137,1172800,K. Sørensen,,17,HB Køge U19,2025/2026,U19 Division,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.882390,5.294160,10.588230,5.294160,0.000000,0.000000,5.294160,0.000000,5.294160,52.941150,42.352920,0.000000,0.000000,26.470620,15.882390,0.000000,0.000000,37.058850,26.470620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.882390,15.882390,5.294160,0.000000,0.000000,0.000000,0.000000,10.588230,5.294160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.588230,0.000000,0.000000,10.588230,0.000000,0.000000,0,0,0,42.352920,0.000000,5.294160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.588230,5.294160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.588230,0.000000,0.000000,5.294160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.882390,15.882390
3134,5745130,1249964,D. Hernandez,FW,97,Næstved U19,2025/2026,U19 Division,0.000000,0.000000,1.855710,0.927810,0.000000,0.000000,0.000000,0.000000,0.927810,13.917510,4.639140,4.639140,0.927810,9.278370,3.711330,0.000000,0.000000,1.855710,14.845320,11.133990,0.000000,0.000000,0.000000,0.000000,1.855710,0.927810,1.855710,1.855710,4.639140,4.639140,0.000000,0.000000,1.855710,1.855710,4.639140,2.783520,0.927810,0.000000,3.711330,1.855710,0.000000,4.639140,2.783520,7.422660,3.711330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.927810,0.927810,0.000000,0.000000,0.000000,0.000000,0.927810,1.855710,1.855710,0.927810,0.000000,7.422660,0.927810,0.927810,0.5195876289,0.06494845361,0,12.061890,4.639140,1.855710,0.000000,1.855710,0.000000,0.000000,0.000000,0.000000,1.855710,1.855710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.855710,1.855710,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.639140,2.783520
